setpoint,position,motor control input,current
0.000000,0.000000,-0.060000,-0.058086
0.000000,0.000000,-0.060000,-0.038555
0.000000,0.000000,-0.060000,-0.058086
0.000000,0.000000,-0.060000,-0.028789
0.000000,0.000000,-0.060000,-0.048320
0.000000,0.000000,-0.060000,-0.043437
0.000000,-1.000000,-0.090000,-0.028789
0.000000,0.000000,-0.060000,-0.297344
0.000000,0.000000,-0.060000,0.073750
0.000000,0.000000,-0.060000,-0.062969
0.000000,0.000000,-0.060000,-0.058086
0.000000,0.000000,-0.060000,-0.023906
0.000000,0.000000,-0.060000,-0.062969
0.000000,0.000000,-0.060000,-0.028789
0.000000,0.000000,-0.060000,-0.053203
0.000000,0.000000,-0.060000,-0.038555
0.000000,0.000000,-0.060000,-0.038555
0.000000,0.000000,-0.060000,-0.048320
0.000000,0.000000,-0.060000,-0.038555
0.000000,0.000000,-0.060000,-0.038555
0.000000,0.000000,-0.060000,-0.053203
0.000000,0.000000,-0.060000,-0.028789
0.000000,0.000000,-0.060000,-0.058086
0.000000,0.000000,-0.060000,-0.033672
0.000000,0.000000,-0.060000,-0.048320
0.000000,0.000000,-0.060000,-0.043437
0.000000,0.000000,-0.060000,-0.038555
0.000000,0.000000,-0.060000,-0.048320
0.000000,0.000000,-0.060000,-0.043437
0.000000,0.000000,-0.060000,-0.033672
0.000000,0.000000,-0.060000,-0.058086
0.000000,0.000000,-0.060000,-0.028789
0.000000,0.000000,-0.060000,-0.058086
0.000000,0.000000,-0.060000,-0.033672
0.000000,0.000000,-0.060000,-0.043437
0.000000,0.000000,-0.060000,-0.048320
0.000000,0.000000,-0.060000,-0.023906
0.000000,0.000000,-0.060000,-0.038555
0.000000,0.000000,-0.060000,-0.033672
0.000000,0.000000,-0.060000,-0.023906
0.000000,0.000000,-0.060000,-0.043437
0.000000,0.000000,-0.060000,-0.023906
0.000000,0.000000,-0.060000,-0.038555
0.000000,0.000000,-0.060000,-0.028789
0.000000,0.000000,-0.060000,-0.023906
0.000000,0.000000,-0.060000,-0.038555
0.000000,0.000000,-0.060000,-0.028789
0.000000,0.000000,-0.060000,-0.033672
0.000000,0.000000,-0.060000,-0.033672
0.000000,0.000000,-0.060000,-0.023906
0.000000,0.000000,-0.060000,-0.043437
0.000000,-1.000000,-0.090000,-0.019023
0.000000,0.000000,-0.060000,-0.258281
0.000000,0.000000,-0.060000,0.059102
0.000000,0.000000,-0.060000,-0.053203
0.000000,0.000000,-0.060000,-0.038555
0.000000,-1.000000,-0.090000,-0.019023
0.000000,-1.000000,-0.090000,-0.248516
0.000000,0.000000,-0.060000,-0.155742
0.000000,-1.000000,-0.090000,0.044453
0.000000,0.000000,-0.060000,-0.282695
0.000000,-1.000000,-0.090000,0.063984
0.000000,-1.000000,-0.090000,-0.263164
0.000000,-1.000000,-0.090000,-0.160625
0.000000,-1.000000,-0.090000,-0.165508
0.000000,0.000000,-0.060000,-0.189922
0.000000,-1.000000,-0.090000,0.049336
0.000000,-1.000000,-0.090000,-0.268047
0.000000,-1.000000,-0.090000,-0.160625
0.000000,-1.000000,-0.090000,-0.165508
0.000000,0.000000,-0.060000,-0.194805
0.000000,-1.000000,-0.090000,0.054219
0.000000,-1.000000,-0.090000,-0.272930
0.000000,-1.000000,-0.090000,-0.155742
0.000000,-1.000000,-0.090000,-0.165508
0.000000,0.000000,-0.060000,-0.189922
0.000000,-1.000000,-0.090000,0.049336
0.000000,-1.000000,-0.090000,-0.263164
0.000000,0.000000,-0.060000,-0.160625
0.000000,-1.000000,-0.090000,0.059102
0.000000,0.000000,-0.060000,-0.277812
0.000000,-1.000000,-0.090000,0.078633
0.000000,0.000000,-0.060000,-0.263164
0.000000,0.000000,-0.060000,0.063984
0.000000,-1.000000,-0.090000,-0.028789
0.000000,0.000000,-0.060000,-0.253398
0.000000,0.000000,-0.060000,0.078633
0.000000,-1.000000,-0.090000,-0.043437
0.000000,0.000000,-0.060000,-0.243633
0.000000,-1.000000,-0.090000,0.088398
0.000000,0.000000,-0.060000,-0.272930
0.000000,-1.000000,-0.090000,0.063984
0.000000,-1.000000,-0.090000,-0.253398
0.000000,-1.000000,-0.090000,-0.160625
0.000000,-1.000000,-0.090000,-0.160625
0.000000,-1.000000,-0.090000,-0.180156
0.000000,-1.000000,-0.090000,-0.165508
0.000000,-1.000000,-0.090000,-0.165508
0.000000,-1.000000,-0.090000,-0.180156
0.000000,-1.000000,-0.090000,-0.160625
0.000000,-1.000000,-0.090000,-0.180156
0.000000,-1.000000,-0.090000,-0.160625
0.000000,-1.000000,-0.090000,-0.165508
0.000000,-1.000000,-0.090000,-0.170391
0.000000,-1.000000,-0.090000,-0.160625
0.000000,-1.000000,-0.090000,-0.165508
0.000000,-1.000000,-0.090000,-0.165508
0.000000,-1.000000,-0.090000,-0.155742
0.000000,-1.000000,-0.090000,-0.175273
0.000000,-1.000000,-0.090000,-0.150859
0.000000,-1.000000,-0.090000,-0.175273
0.000000,-1.000000,-0.090000,-0.160625
0.000000,-1.000000,-0.090000,-0.165508
0.000000,-1.000000,-0.090000,-0.175273
0.000000,-1.000000,-0.090000,-0.160625
0.000000,-1.000000,-0.090000,-0.165508
0.000000,-1.000000,-0.090000,-0.170391
0.000000,-1.000000,-0.090000,-0.155742
0.000000,-1.000000,-0.090000,-0.175273
0.000000,-1.000000,-0.090000,-0.155742
0.000000,-1.000000,-0.090000,-0.170391
0.000000,-1.000000,-0.090000,-0.160625
0.000000,-1.000000,-0.090000,-0.160625
0.000000,-1.000000,-0.090000,-0.170391
0.000000,-1.000000,-0.090000,-0.160625
0.000000,-1.000000,-0.090000,-0.160625
0.000000,-1.000000,-0.090000,-0.160625
0.000000,-1.000000,-0.090000,-0.150859
0.000000,-1.000000,-0.090000,-0.165508
0.000000,-1.000000,-0.090000,-0.155742
0.000000,-1.000000,-0.090000,-0.160625
0.000000,-1.000000,-0.090000,-0.160625
0.000000,-1.000000,-0.090000,-0.150859
0.000000,-1.000000,-0.090000,-0.170391
0.000000,-1.000000,-0.090000,-0.150859
0.000000,-1.000000,-0.090000,-0.160625
0.000000,-1.000000,-0.090000,-0.160625
0.000000,-1.000000,-0.090000,-0.150859
0.000000,-1.000000,-0.090000,-0.170391
0.000000,-1.000000,-0.090000,-0.150859
0.000000,-1.000000,-0.090000,-0.160625
0.000000,-1.000000,-0.090000,-0.155742
0.000000,-1.000000,-0.090000,-0.150859
60.000000,-1.000000,-1.890000,-0.170391
60.000000,-1.000000,-1.890000,-2.265117
60.000000,-1.000000,-1.890000,-2.108867
60.000000,-1.000000,-1.890000,-2.055156
60.000000,-1.000000,-1.890000,-1.742656
60.000000,0.000000,-1.860000,-1.645000
60.000000,0.000000,-1.860000,-1.542461
60.000000,1.000000,-1.830000,-1.415508
60.000000,2.000000,-1.800000,-1.386211
60.000000,3.000000,-1.770000,-1.327617
60.000000,4.000000,-1.740000,-1.312969
60.000000,5.000000,-1.710000,-1.264141
60.000000,6.000000,-1.680000,-1.215312
60.000000,7.000000,-1.650000,-1.190898
