0.000000 ,-2.000000 ,-0.120000 ,-0.307109
0.000000 ,-2.000000 ,-0.120000 ,-0.268047                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.287578                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.282695                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.282695                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.292461                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.272930                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.292461                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.287578                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.282695                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.297344                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.277812                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.292461                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.287578                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.282695                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.292461                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.277812                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.287578                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.292461                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.272930                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.302227                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.272930                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.287578                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.287578                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.272930                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.302227                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.272930                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.287578                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.302227                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.272930                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.302227                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.277812                                       
0.000000 ,-2.000000 ,-0.120000 ,-0.287578                                       
