ms,x,y,theta1,theta2
349234,114.573850,209.918850,-13.000000,-123.000000
349238,111.994310,210.538210,-13.000000,-123.000000
349243,114.573850,209.918850,-14.000000,-123.000000
349247,115.724300,207.909090,-16.000000,-123.000000
349251,117.919110,203.830870,-16.000000,-123.000000
349255,114.283130,206.588500,-14.000000,-123.000000
349259,111.994310,210.538210,-13.000000,-123.000000
349264,115.724300,207.909090,-15.000000,-123.000000
349267,116.839490,205.879520,-16.000000,-123.000000
349272,115.724300,207.909090,-15.000000,-123.000000
349276,114.573850,209.918850,-15.000000,-122.000000
349280,117.142240,209.254670,-15.000000,-121.000000
349284,118.536450,210.624760,-15.000000,-120.000000
349288,119.906540,212.018950,-14.000000,-119.000000
349293,121.252110,213.436890,-15.000000,-119.000000
349297,120.004350,215.542300,-14.000000,-118.000000
349301,123.867970,216.342100,-14.000000,-117.000000
349305,122.569090,218.492710,-14.000000,-116.000000
349309,123.639720,223.700960,-14.000000,-114.000000
349314,127.382020,224.652950,-14.000000,-113.000000
349318,127.382020,224.652950,-14.000000,-112.000000
349322,129.624340,227.855330,-14.000000,-111.000000
349326,129.624340,227.855330,-14.000000,-110.000000
349330,130.703230,229.485350,-15.000000,-108.000000
349335,135.343230,232.136440,-15.000000,-107.000000
349338,135.343230,232.136440,-15.000000,-105.000000
349343,138.891710,233.111760,-16.000000,-105.000000
349347,138.891710,233.111760,-16.000000,-103.000000
349352,140.786990,236.530910,-16.000000,-102.000000
349355,141.689610,238.264800,-16.000000,-100.000000
349359,145.105420,239.260770,-17.000000,-99.000000
349364,147.635510,238.463010,-18.000000,-98.000000
349368,147.635510,238.463010,-18.000000,-98.000000
349372,151.803440,241.164290,-18.000000,-96.000000
349376,151.803440,241.164290,-19.000000,-95.000000
349380,152.582900,242.956910,-19.000000,-93.000000
349385,154.731930,248.412550,-19.000000,-91.000000
349388,155.384430,250.255170,-19.000000,-90.000000
349393,158.505390,251.223360,-20.000000,-88.000000
