84.08,104
84.08,104
84.08,1023
84.09,1023
84.09,1023
84.10,1023
84.10,1023
84.10,1023
84.11,103
84.11,103
84.12,103
84.12,103
84.13,103
84.13,104
84.13,1023
84.14,1023
84.14,1023
84.15,1023
84.15,1023
84.15,1023
84.16,104
84.16,104
84.17,104
84.17,105
84.18,105
84.18,1023
84.18,1023
84.19,1023
84.19,1023
84.20,1023
84.20,1023
84.21,103
84.21,103
84.21,103
84.22,103
84.22,103
84.23,103
84.23,1023
84.24,1023
84.24,1023
84.24,1023
84.25,1023
84.25,1023
84.26,103
84.26,103
84.27,103
84.27,103
84.27,103
84.28,103
84.28,1023
84.29,1023
84.29,1023
84.30,1023
84.30,1023
84.30,1023
84.31,103
84.31,103
84.32,103
84.32,103
84.33,103
84.33,1023
84.33,1023
84.34,1023
84.34,1023
84.35,1023
84.35,1023
84.36,102
84.36,103
84.36,103
84.37,103
84.37,103
84.38,103
84.38,1023
84.39,1023
84.39,1023
84.39,1023
84.40,1023
84.40,1023
84.41,103
84.41,103
84.42,103
84.42,103
84.42,103
84.43,103
84.43,1023
84.44,1023
84.44,1023
84.44,1023
84.45,1023
84.45,1023
84.46,103
84.46,103
84.47,103
84.47,103
84.47,103
84.48,1023
84.48,1023
84.49,1023
84.49,1023
84.50,1023
84.50,1023
84.50,103
84.51,103
84.51,103
84.52,103
84.52,103
84.53,103
84.53,1023
84.54,1023
84.54,1023
84.54,1023
84.55,1023
84.55,1023
84.56,103
84.56,103
84.57,103
84.57,103
84.57,103
84.58,103
84.58,1023
84.59,1023
84.59,1023
84.60,1023
84.60,1023
84.60,1023
84.61,103
84.61,103
84.62,103
84.62,103
84.63,103
84.63,104
84.63,1023
84.64,1023
84.64,1023
84.65,1023
84.65,1023
84.65,102
84.66,103
84.66,103
84.67,103
84.67,103
84.68,103
84.68,1023
84.68,1023
84.69,1023
84.69,1023
84.70,1023
84.70,1023
84.71,103
84.71,103
84.71,103
84.72,103
84.72,103
84.73,103
84.73,1023
84.74,1023
84.74,1023
84.75,1023
84.75,1023
84.75,1023
84.76,103
84.76,103
84.77,103
84.77,103
84.78,103
84.78,103
84.78,1023
84.79,1023
84.79,1023
84.80,1023
84.80,1023
84.81,101
84.81,103
84.81,103
84.82,103
84.82,103
84.83,103
84.83,1023
84.83,1023
84.84,1023
84.84,1023
84.85,1023
84.85,1023
84.86,103
84.86,103
84.86,103
84.87,103
84.87,103
84.88,103
84.88,1023
84.89,1023
84.89,1023
84.89,1023
84.90,1023
84.90,1023
84.91,103
84.91,103
84.92,103
84.92,103
84.92,103
84.93,103
84.93,1023
84.94,1023
84.94,1023
84.95,1023
84.95,1023
84.95,1023
84.96,103
84.96,103
84.97,103
84.97,103
84.98,103
84.98,1023
84.98,1023
84.99,1023
84.99,1023
85.00,1023
85.00,1023
85.01,103
85.01,103
85.01,103
85.02,103
85.02,103
85.03,103
85.03,1023
85.04,1023
85.04,1023
85.04,1023
85.05,1023
85.05,1023
85.06,103
85.06,103
85.07,103
85.07,103
85.07,103
