35.83,1023
35.84,102
35.84,1023
35.85,102
35.85,1023
35.85,102
35.86,1023
35.86,102
35.87,1023
35.87,1023
35.88,101
35.88,1023
35.88,102
35.89,1023
35.89,102
35.90,1023
35.90,101
35.91,1023
35.91,102
35.92,1023
35.92,102
35.92,1023
35.93,102
35.93,101
35.94,1023
35.94,101
35.94,1023
35.95,102
35.95,1023
35.96,101
35.96,1023
35.97,102
35.97,1023
35.97,101
35.98,1023
35.98,101
35.99,1023
35.99,1023
36.00,101
36.00,1023
36.01,100
36.01,1023
36.01,101
36.02,1023
36.02,101
36.03,1023
36.03,101
36.03,1023
36.04,101
36.04,1023
36.05,101
36.05,99
36.06,1023
36.06,100
36.06,1023
36.07,101
36.07,1023
36.08,101
36.08,1023
36.09,102
36.09,1023
36.10,101
36.10,1023
36.10,102
36.11,1023
36.11,1023
36.12,100
36.12,1023
36.13,100
36.13,1023
36.13,101
36.14,1023
36.14,100
36.15,1023
36.15,102
36.15,1023
36.16,101
36.16,1023
36.17,102
36.17,1023
36.18,1023
36.18,101
36.19,1023
36.19,101
36.19,1023
36.20,102
36.20,1023
36.21,101
36.21,1023
36.22,101
36.22,1023
36.22,101
36.23,1023
36.23,102
36.24,99
36.24,1023
36.24,101
36.25,1023
36.25,101
36.26,1023
36.26,101
36.27,1023
36.27,101
36.27,1023
36.28,102
36.28,1023
36.29,101
36.29,1023
36.30,1023
36.30,100
36.30,1023
36.31,101
36.31,1023
36.32,101
36.32,1023
36.33,102
36.33,1023
36.33,101
36.34,1023
36.34,101
36.35,1023
36.35,101
36.36,99
36.36,1023
36.36,100
36.37,1023
36.37,101
36.38,1023
36.38,101
36.39,1023
36.39,102
36.39,1023
36.40,101
36.40,1023
36.41,101
36.41,1023
36.42,102
36.42,100
36.42,1023
36.43,100
36.43,1023
36.44,101
36.44,1023
36.45,102
36.45,1023
36.45,101
36.46,1023
36.46,102
36.47,1023
36.47,101
36.47,1023
36.48,1023
36.48,101
36.49,1023
36.49,100
36.50,1023
36.50,101
36.51,1023
36.51,102
36.51,1023
36.52,101
36.52,1023
36.53,102
36.53,1023
36.53,101
36.54,99
36.54,1023
36.55,101
36.55,1023
36.56,101
36.56,1023
36.56,100
36.57,1023
36.57,101
36.58,1023
36.58,101
36.59,1023
36.59,102
36.60,1023
36.60,1023
36.60,100
36.61,1023
36.61,100
36.62,1023
36.62,101
36.63,1023
36.63,101
36.63,1023
36.64,102
36.64,1023
36.65,101
36.65,1023
36.65,102
36.66,99
36.66,1023
36.67,101
36.67,1023
36.68,100
36.68,1023
36.69,102
36.69,1023
36.69,101
36.70,1023
36.70,102
36.71,1023
36.71,101
36.72,1023
36.72,102
36.72,99
36.73,1023
36.73,101
36.74,1023
36.74,100
36.74,1023
36.75,101
36.75,1023
36.76,101
36.76,1023
36.77,102
36.77,1023
36.78,101
36.78,1023
36.78,1023
36.79,100
36.79,1023
36.80,101
36.80,1023
36.81,100
36.81,1023
36.81,101
36.82,1023
36.82,101
36.83,1023
36.83,102
