pot angle, encoder angle, ax,ay,az
-73.000000,-75.000000,-0.204600,-0.041800,0.871200                              
-72.000000,-73.779076,-0.248600,-0.017600,0.968000                              
-71.000000,-72.558144,-0.215600,0.193600,1.397000                               
-70.000000,-71.337212,-0.151800,0.158400,1.414600                               
-68.000000,-70.116280,-0.037400,0.193600,1.262800                               
-67.000000,-68.982559,-0.028600,0.270600,1.157200                               
-66.000000,-67.761627,-0.103400,0.145200,1.020800                               
-64.000000,-66.540703,-0.272800,-0.070400,1.199000                              
-63.000000,-65.319771,-0.259600,-0.013200,1.229800                              
-62.000000,-64.011627,-0.330000,0.004400,1.124200                               
-60.000000,-62.790699,-0.334400,0.035200,0.968000                               
-60.000000,-61.569771,-0.393800,0.129800,0.704000                               
-58.000000,-60.348839,-0.490600,0.061600,0.686400                               
-57.000000,-59.040699,-0.602800,-0.096800,0.756800                              
-56.000000,-57.819771,-0.508200,-0.105600,0.723800                              
-54.000000,-56.511631,-0.422400,0.140800,0.796400                               
-54.000000,-55.203491,-0.569800,0.129800,0.875600                               
-52.000000,-53.982559,-0.503800,0.037400,1.064800                               
-51.000000,-52.674419,-0.545600,-0.101200,1.073600                              
-50.000000,-51.366280,-0.367400,-0.112200,1.108800                              
-49.000000,-50.145351,-0.453200,0.237600,1.095600                               
-47.000000,-48.837212,-0.501600,0.162800,1.016400                               
-46.000000,-47.529072,-0.512600,0.037400,0.987800                               
-45.000000,-46.308140,-0.457600,-0.143000,0.860200                              
-44.000000,-45.000000,-0.539000,0.030800,0.862400                               
-42.000000,-43.691864,-0.763400,0.193600,0.721600                               
-41.000000,-42.383724,-0.712800,0.088000,0.567600                               
-40.000000,-41.075584,-0.726000,-0.171600,0.506000                              
-39.000000,-39.767445,-0.631400,-0.103400,0.534600                              
-38.000000,-38.459305,-0.814000,0.033000,0.578600                               
-36.000000,-37.151165,-0.833800,0.017600,0.576400                               
-35.000000,-35.843025,-0.657800,-0.167200,0.701800                              
-34.000000,-34.447678,-0.627000,-0.024200,0.873400                              
-33.000000,-33.139538,-0.803000,0.074800,0.767800                               
-31.000000,-31.831396,-0.796400,0.138600,0.750200                               
-29.000000,-30.523256,-0.651200,-0.037400,0.827200                              
-29.000000,-29.215117,-0.631400,0.184800,0.860200                               
-27.000000,-27.906979,-0.809600,0.281600,0.539000                               
-26.000000,-26.511629,-0.785400,0.158400,0.539000                               
-24.000000,-25.203489,-0.767800,-0.070400,0.638000                              
-24.000000,-23.895350,-0.873400,0.125400,0.431200                               
-23.000000,-22.587210,-0.803000,0.055000,0.400400                               
-21.000000,-21.191862,-0.904200,-0.099000,0.294800                              
-21.000000,-19.883722,-0.849200,-0.090200,0.270600                              
-19.000000,-18.488373,-0.785400,-0.085800,0.448800                              
-18.000000,-17.093023,-0.917400,-0.151800,0.396000                              
-17.000000,-15.784884,-0.798600,-0.085800,0.396000                              
-15.000000,-14.389536,-0.886600,0.050600,0.334400                               
-15.000000,-12.994186,-0.902000,0.123200,0.422400                               
-13.000000,-11.686047,-0.906400,0.048400,0.409200                               
-12.000000,-10.465117,-0.910800,0.160600,0.330000                               
-11.000000,-9.244186,-0.935000,0.092400,0.147400                                
-10.000000,-8.023256,-0.963600,0.182600,0.070400                                
-8.000000,-6.976745,-1.020800,0.184800,-0.074800                                
-7.000000,-5.930233,-1.082400,0.162800,-0.138600                                
-6.000000,-4.883721,-1.012000,-0.083600,-0.248600                               
-5.000000,-4.011628,-1.097800,-0.110000,-0.486200                               
-4.000000,-3.139535,-1.034000,-0.169400,-0.457600                               
-3.000000,-2.354651,-1.045000,-0.178200,-0.363000                               
-2.000000,-1.656977,-1.071400,-0.103400,-0.385000                               
-2.000000,-1.046512,-1.177000,-0.019800,-0.488400                               
-1.000000,-0.523256,-1.122000,-0.002200,-0.431200                               
-1.000000,0.000000,-1.091200,0.077000,-0.222200                                 
0.000000,0.348837,-1.060400,0.127600,-0.151800                                  
0.000000,0.697674,-1.161600,0.092400,-0.275000                                  
0.000000,0.959302,-1.106600,0.066000,-0.125400                                  
0.000000,1.220930,-1.012000,0.072600,0.184800                                   
0.000000,1.395349,-1.091200,-0.024200,0.035200                                  
0.000000,1.569767,-1.095600,-0.037400,0.055000                                  
0.000000,1.744186,-1.027400,-0.092400,0.202400                                  
0.000000,1.831395,-1.047200,-0.125400,0.136400                                  
0.000000,1.918605,-1.095600,-0.088000,0.011000                                  
1.000000,2.005814,-1.060400,-0.059400,0.046200                                  
0.000000,2.005814,-1.047200,-0.013200,0.000000                                  
1.000000,2.093023,-1.082400,0.046200,-0.105600                                  
1.000000,2.093023,-1.075800,0.057200,-0.143000                                  
0.000000,2.093023,-1.075800,0.083600,-0.136400                                  
1.000000,2.093023,-1.040600,0.088000,-0.083600                                  
0.000000,2.093023,-1.100000,0.041800,-0.162800                                  
1.000000,2.093023,-1.047200,0.019800,-0.013200                                  
1.000000,2.093023,-1.086800,-0.024200,-0.052800                                 
1.000000,2.093023,-1.045000,-0.061600,0.118800                                  
1.000000,2.093023,-1.075800,-0.077000,0.081400                                  
1.000000,2.093023,-1.027400,-0.072600,0.215600                                  
0.000000,2.093023,-1.062600,-0.072600,0.176000                                  
1.000000,2.093023,-1.029600,-0.017600,0.213400                                  
0.000000,2.093023,-1.067000,0.019800,0.138600                                   
1.000000,2.093023,-1.051600,0.052800,0.099000                                   
0.000000,2.093023,-1.067000,0.077000,0.035200                                   
1.000000,2.093023,-1.058200,0.085800,-0.019800                                  
1.000000,2.093023,-1.071400,0.057200,-0.059400 
